,Word,Frequency,CD,Lemma Frequency,Token ID,Sentence ID,Lemma,Meaning,Lemma Count,Valid,POS
0,barkeeper,2.2648178230095364,2.123851640967086,2.294466226161593,2,1,barkeeper,bartender,2,True,N
1,klant,3.1889284837608534,2.971739590887778,3.5058280338548364,6,1,klant,"client, customer",3,True,N
2,deuren,3.154423973114647,3.012415374762433,4.0888445627270045,11,1,deur,door,2,True,N
3,dronkaard,2.0863598306747484,2.0211892990699383,2.2576785748691846,16,2,dronkaard,drunkard,1,True,N
4,barkeeper,2.2648178230095364,2.123851640967086,2.294466226161593,19,2,barkeeper,bartender,2,True,N
5,kruk,2.0492180226701815,1.9242792860618816,2.2671717284030137,24,2,kruk,stool,1,True,N
6,rector,2.406540180433955,1.99563519459755,2.4099331233312946,27,3,rector,rector,2,True,N
7,puber,1.8750612633917,1.863322860120456,2.037426497940624,31,3,puber,pubescent child,5,True,N
8,inbreker,2.296665190261531,2.0791812460476247,2.4983105537896004,37,4,inbreker,burglar,1,True,N
9,pastoor,2.7151673578484576,2.2695129442179165,2.7193312869837265,41,4,pastoor,parish priest,2,True,N
10,einde,3.693639026161548,3.4782778319196046,3.6946929263314843,45,4,einde,end,4,True,N
11,raad,3.5599066250361124,3.3533390953113047,3.7570922201189325,46,4,raad,advice,2,True,N
12,week,4.012963699825778,3.6582022533870147,4.229297794114105,48,5,week,week,2,True,N
13,assistent,2.9556877503135057,2.800717078282385,3.000434077479319,51,5,assistent,assistant,1,True,N
14,tanden,3.269979676645324,3.119585774961784,3.358315640082196,55,5,tand,tooth,1,True,N
15,uitslag,2.7193312869837265,2.597695185925512,2.7867514221455614,58,5,uitslag,result,1,True,N
16,maandag,3.1319392952104246,2.9590413923210934,3.1319392952104246,60,6,maandag,Monday,3,True,N
17,medicus,1.414973347970818,1.414973347970818,1.7075701760979363,63,6,medicus,doctor,1,True,N
18,pokken,1.8573324964312685,1.724275869600789,1.8573324964312685,67,6,pokken,small pox,2,True,N
19,pokken,1.8573324964312685,1.724275869600789,1.8573324964312685,71,6,pokken,small pox,2,True,N
20,psychiater,2.9355072658247128,2.717670503002262,2.975431808509263,76,7,psychiater,psychiatrist,1,True,N
21,verslaafde,2.2671717284030137,2.1522883443830563,2.597695185925512,79,7,verslaafde,addict,1,True,N
22,ontslag,3.12057393120585,2.9339931638312424,3.1332194567324945,82,7,ontslag,"discharge, resignation",2,True,N
23,overtreder,1.3222192947339193,1.1760912590556813,1.7481880270062005,84,8,overtreder,some who breaks a low,2,True,N
24,smeris,3.0008677215312267,2.6473829701146196,3.1649473726218416,87,8,smeris,"cop, police officer",1,True,N
25,paadje,0.8450980400142568,0.8450980400142568,0.8450980400142568,93,8,pad,path,1,True,N
26,eigenaars,2.167317334748176,2.0863598306747484,3.2268575702887237,96,9,eigenaar,owner,3,True,N
27,landgoed,2.53655844257153,2.298853076409707,2.546542663478131,99,9,landgoed,"estate, manor",1,True,N
28,honderden,2.9978230807457256,2.9079485216122722,3.490520309363349,101,9,honderden,hundred,1,True,N
29,bezoekers,2.639486489268586,2.469822015978163,2.801403710017355,102,9,bezoeker,visitor,5,True,N
30,bodyguard,2.0170333392987803,1.7993405494535817,2.1903316981702914,110,10,bodyguard,bodyguard,1,True,N
31,filmster,2.428134794028789,2.290034611362518,2.5550944485783194,113,10,filmster,movie star,1,True,N
32,dag,4.569455844240683,3.8654001181793016,4.69742115739418,117,10,dag,day,3,True,N
33,ober,2.6414741105040997,2.4871383754771865,2.7041505168397992,121,11,ober,waiter,3,True,N
34,president,3.750354088762708,3.0707764628434346,3.758381941774675,125,11,president,president,3,True,N
35,ontslag,3.12057393120585,2.9339931638312424,3.1332194567324945,128,11,ontslag,"discharge, resignation",2,True,N
36,arts,3.1565491513317814,2.89707700320942,3.2979792441593623,130,12,arts,"physician, doctor",2,True,N
37,bandage,0.0,0.0,0.47712125471966244,134,12,bandage,bandage,1,True,N
38,handschoenen,2.7209857441537393,2.5728716022004803,2.9143431571194407,139,12,handschoen,glove,1,True,N
39,sportarts,,,,142,13,sportarts,sport doctor,1,True,N
40,hockeyer,0.7781512503836436,0.3010299956639812,0.9542425094393249,145,13,hockeyer,hockey player,1,True,N
41,pezen,1.414973347970818,1.380211241711606,1.6901960800285136,149,13,,,6,False,N
42,oma,3.503245771465113,3.0580462303952816,3.5269850685599957,157,14,oma,grandma,7,True,N
43,bekken,1.9912260756924949,1.9084850188786497,3.368658712392227,161,14,bekken,pelvis,1,True,N
44,verpleegster,2.8344207036815328,2.6532125137753435,2.9232440186302764,164,14,verpleegster,"nurse, sister",3,True,N
45,alcoholist,2.3710678622717363,2.247973266361807,2.4608978427565478,169,15,alcoholist,alcoholic,1,True,N
46,psycholoog,2.357934847000454,2.230448921378274,2.436162647040756,173,15,psycholoog,psychologist,1,True,N
47,terugval,1.7075701760979363,1.6334684555795864,1.7075701760979363,178,15,terugval,"decline, downturn",1,True,N
48,Maandag,,,,179,16,maandag,Monday,3,True,N
49,scholier,1.7403626894942439,1.568201724066995,2.03342375548695,182,16,scholier,"pupil, student",3,True,N
50,meester,3.4530123911214554,2.916453948549925,3.484157424365381,185,16,meest,master,1,True,N
51,punaises,0.47712125471966244,0.47712125471966244,1.0413926851582251,188,16,punaise,drawing pin,1,True,N
52,stoel,3.3500540935790304,3.1649473726218416,3.4382258076045296,191,16,stoel,chair,1,True,N
53,Jochem,,,,193,17,Jochem,Jochem,1,True,N
54,basketbal,2.5854607295085006,2.27415784926368,2.6910814921229687,200,17,basketbal,basketball,1,True,N
55,enkel,3.696443763138999,3.321391278311689,3.7196626830180466,203,17,enkel,ankle,1,True,N
56,politieman,2.760422483423212,2.515873843711679,2.7902851640332416,206,18,politieman,policeman,2,True,N
57,kraker,1.3222192947339193,1.146128035678238,1.6127838567197355,210,18,kraker,chiropractor,2,True,N
58,staker,0.0,0.0,0.0,217,19,staker,striker,1,True,N
59,dames,3.761927838420529,3.448087666692341,3.9708580569965024,221,19,dame,lady,3,True,N
60,journalist,2.8530895298518657,2.582063362911709,3.044147620878723,227,20,journalist,press journalist,1,True,N
61,bondscoach,0.3010299956639812,0.3010299956639812,0.3010299956639812,231,20,bondscoach,national coach,1,True,N
62,zuster,3.4951278812429334,3.095518042323151,3.5756496147552195,237,21,zuster,sister,2,True,N
63,tuberculose,1.724275869600789,1.591064607026499,1.724275869600789,241,21,tuberculose,tuberculosis,1,True,N
64,bejaarde,1.792391689498254,1.7558748556724915,1.9344984512435677,243,21,bejaarde,elderly person,2,True,N
65,goochelaar,2.2278867046136734,1.9344984512435677,2.296665190261531,248,22,goochelaar,magician,1,True,N
66,vrijwilliger,2.3979400086720375,2.3201462861110542,2.997386384397313,251,22,vrijwilliger,volunteer,1,True,N
67,publiek,3.2626883443016963,3.0170333392987803,3.3332456989619628,255,22,publiek,audience,3,True,N
68,dominee,2.9876662649262746,2.4265112613645754,2.9943171526696366,261,23,dominee,"minister, pastor",2,True,N
69,baby,3.822037248072585,3.3352572564345317,3.8706379632108057,264,23,baby,baby,5,True,N
70,voorganger,2.123851640967086,1.9493900066449128,2.2624510897304293,270,24,voorganger,predecessor,1,True,N
71,kleintje,2.8457180179666586,2.7058637122839193,2.9995654882259823,274,24,kleintje,little one,1,True,N
72,meisje,4.223677616130032,3.699577591398909,4.223729509364877,281,25,meisje,girl,5,True,N
73,boterham,2.424881636631067,2.305351369446624,2.5646660642520893,284,25,boterham,slice of bread,1,True,N
74,pindakaas,2.367355921026019,2.1702617153949575,2.367355921026019,286,25,pindakaas,peanut butter,1,True,N
75,Robert,,,,290,26,Robert,Robert,1,True,N
76,dochter,3.9818186071706636,3.495405563146193,4.0303973008567615,294,26,dochter,daughter,5,True,N
77,Jan,,,,296,26,Jan,Jan,2,True,N
78,huwelijk,3.543074235033532,3.2245330626060857,3.5650209283452936,298,26,huwelijk,marriage,1,True,N
79,detective,2.946452265013073,2.6384892569546374,3.012415374762433,302,27,detective,detective,1,True,N
80,criminelen,2.786041210242554,2.6766936096248664,3.2335037603411343,304,27,crimineel,criminal,1,True,N
81,beloning,2.971739590887778,2.79309160017658,2.9912260756924947,309,27,beloning,reward,2,True,N
82,staat,4.455606112581867,3.857030798272624,4.822161538739219,312,27,staat,state,2,True,N
83,speurhond,1.2041199826559248,1.1139433523068367,1.4913616938342726,314,28,speurhond,tracking dog,2,True,N
84,drugs,3.56062387454993,3.1760912590556813,3.5922878159521305,318,28,drugs,recreational drugs,1,True,N
85,koekje,2.550228353055094,2.4345689040341987,2.550228353055094,322,28,koekje,cookie,2,True,N
86,gedetineerde,1.5314789170422551,1.4313637641589874,1.9138138523837167,324,29,gedetineerde,detained,1,True,N
87,bewaker,2.9508514588885464,2.7427251313046983,3.2776092143040914,328,29,bewaker,guard,1,True,N
88,hulp,4.020568434801363,3.6953941082911097,4.02209829746114,331,29,hulp,"help, assistance",1,True,N
89,handlanger,2.2095150145426308,2.089905111439398,2.45178643552429,334,29,handlanger,"accomplice, henchman",1,True,N
90,kandidaat,2.741151598851785,2.4899584794248346,2.9237619608287004,339,30,kandidaat,candidate,1,True,N
91,examinator,0.8450980400142568,0.8450980400142568,1.1139433523068367,342,30,examinator,examinator,1,True,N
92,spits,1.9590413923210936,1.8864907251724818,1.9731278535996986,347,31,spits,"top, peak",1,True,N
93,trainer,2.5514499979728753,2.1958996524092336,2.6074550232146687,350,31,trainer,trainer,2,True,N
94,training,2.951823035315912,2.7641761323903307,2.972665592266111,355,31,training,training,2,True,N
95,tornado,2.1760912590556813,1.9030899869919435,2.294466226161593,362,32,tornado,tornado,1,True,N
96,slachtoffers,3.2027606873931997,3.011993114659257,3.5864747785713966,366,32,slachtoffer,victim,2,True,N
97,employee,0.6989700043360189,0.6989700043360189,0.9542425094393249,370,33,employee,employee,1,True,N
98,dieven,2.7466341989375787,2.6180480967120925,3.2730012720637376,374,33,dief,thief,2,True,N
99,president,3.750354088762708,3.0707764628434346,3.758381941774675,381,34,president,president,3,True,N
100,onderdaan,1.6720978579357175,1.6020599913279623,2.2648178230095364,384,34,onderdaan,subject,1,True,N
101,getal,2.4800069429571505,2.292256071356476,2.815577748324267,390,35,getal,number,3,True,N
102,toehoorder,0.3010299956639812,0.3010299956639812,0.9030899869919435,394,35,toehoorder,listener,1,True,N
103,vriendin,3.880356199419236,3.534660575828444,3.951531790542348,399,36,vriendin,female friend,3,True,N
104,Mona,,,,400,36,Mona,Mona,1,True,N
105,jongens,4.227192306514037,3.679700380871964,4.227192306514037,404,36,jongen,boy,3,True,N
106,drankjes,2.725094521081469,2.640481436970422,3.347720217034038,407,36,drank,"beverage, drink",3,True,N
107,aannemer,2.0644579892269186,1.9493900066449128,2.173186268412274,414,37,aannemer,contractor,1,True,N
108,bewoner,1.9777236052888478,1.8573324964312685,2.5943925503754266,418,37,bewoner,inhabitant,1,True,N
109,humeur,2.3324384599156054,2.292256071356476,2.3443922736851106,422,37,humeur,"mood, mental state",1,True,N
110,vrouwtje,2.7781512503836434,2.6483600109809315,2.9278834103307068,424,38,vrouw,woman,7,True,N
111,poezen,1.0791812460476249,1.0,2.663700925389648,427,38,poes,female cat,1,True,N
112,ruzie,3.448242412634439,3.248218561190075,3.503109436671369,430,38,ruzie,quarrel,1,True,N
113,buren,3.119915410257991,2.965201701025912,3.162564406523019,433,38,buur,neighbour,3,True,N
114,jongeman,3.100370545117563,2.952792443044092,3.1215598441875008,437,39,jongeman,young man,1,True,N
115,portier,2.5171958979499744,2.3961993470957363,2.5622928644564746,441,39,portier,doorman,1,True,N
116,feest,3.633165353683903,3.2960066693136723,3.9188687433809846,445,39,feest,party,4,True,N
117,elfje,1.414973347970818,1.255272505103306,2.416640507338281,447,40,elf,elf,1,True,N
118,beren,2.6127838567197355,2.2528530309798933,3.1684974835230326,451,40,beer,bear,1,True,N
119,schilder,2.661812685537261,2.4313637641589874,3.210853365314893,457,41,schilder,painter,2,True,N
120,prinses,3.2688119037397803,2.7649229846498886,3.3144992279731516,461,41,prinses,princess,1,True,N
121,verf,2.801403710017355,2.6503075231319366,3.020775488193558,466,41,verf,paint,1,True,N
122,kokkin,1.968482948553935,1.7160033436347992,1.9731278535996986,468,42,kokkin,female cook,1,True,N
123,pap,3.716086853774832,3.2127201544178425,3.7396514437093766,470,42,pap,porridge,1,True,N
124,burgers,3.0595634179012676,2.8830933585756897,3.2844307338445193,473,42,burger,citizen,2,True,N
125,zin,3.8779469516291885,3.6124659639531425,3.9012948171655673,477,42,zin,"meaning, sense",4,True,N
126,Nora,,,,479,43,Nora,Nora,1,True,N
127,dekens,2.4683473304121573,2.374748346010104,2.971739590887778,482,43,deken,blanket,2,True,N
128,mensen,4.677962636542057,3.878004470268025,4.732530460643271,485,43,mens,human,6,True,N
129,schutter,2.792391689498254,2.5477747053878224,2.887617300335736,491,44,schutter,marksman,1,True,N
130,directeur,3.199480914862356,2.8937617620579434,3.216957207361097,494,44,directeur,director,5,True,N
131,ruiter,2.0969100130080562,1.806179973983887,2.41161970596323,502,45,ruiter,rider,1,True,N
132,paarden,3.3038437748886547,2.8767949762007006,3.759365621655929,506,45,paard,horse,2,True,N
133,winnaar,3.0136796972911926,2.800717078282385,3.110252917353403,510,45,winnaar,winner,1,True,N
134,raadsman,2.4183012913197452,2.164352855784437,2.469822015978163,513,46,raadsman,male lawyer,1,True,N
135,delinquent,1.255272505103306,1.1139433523068367,1.5314789170422551,517,46,delinquent,criminal,1,True,N
136,radio,3.4094258686714434,3.0930713063760633,3.428620672671939,522,46,radio,radio,1,True,N
137,peuters,1.1760912590556813,1.1760912590556813,1.7323937598229686,525,47,peuter,toddler,1,True,N
138,ouders,3.8778318914928938,3.492061604512599,3.8923172607224803,528,47,ouder,parent,2,True,N
139,paniek,3.2412973871099933,3.104145550554008,3.2415464805965484,532,47,paniek,panic,2,True,N
140,ouders,3.8778318914928938,3.492061604512599,3.8923172607224803,534,48,ouder,parent,2,True,N
141,dochters,2.92272545799326,2.745855195173729,4.030275802889288,538,48,dochter,daughter,5,True,N
142,huis,4.554004321011903,3.841296887490282,4.57103299576904,543,48,huis,house,5,True,N
143,Joost,,,,544,49,Joost,Joost,1,True,N
144,kidnapper,1.6812412373755872,1.505149978319906,2.012837224705172,548,49,kidnapper,kidnapper,1,True,N
145,directrice,2.0043213737826426,1.724275869600789,2.0086001717619175,552,49,directeur,director (female),5,True,N
146,kraag,2.1958996524092336,2.089905111439398,2.225309281725863,556,49,kraag,coller,1,True,N
147,bazin,1.8195439355418688,1.6720978579357175,1.845098040014257,558,50,bazin,boss (f),2,True,N
148,diplomaat,2.0969100130080562,1.9344984512435677,2.298853076409707,565,50,diplomaat,diplomat,1,True,N
149,deur,4.034307529596563,3.6644539285811577,4.088490470182396,568,50,deur,door,2,True,N
150,opzichter,2.100370545117563,1.9395192526186185,2.1789769472931693,571,51,opzichter,overseer,1,True,N
151,boswachter,1.7781512503836436,1.568201724066995,1.9030899869919435,575,51,boswachter,"ranger, forest warden",1,True,N
152,man,4.7880834844454085,3.8769679674325848,4.790651027921952,580,51,man,man,8,True,N
153,werknemer,2.439332693830263,2.3710678622717363,2.8041394323353503,582,52,werknemer,employee,2,True,N
154,directeur,3.199480914862356,2.8937617620579434,3.216957207361097,586,52,directeur,director,5,True,N
155,baan,3.840670561333409,3.481299273332856,3.905148001856016,591,52,baan,road,1,True,N
156,fans,2.6757783416740852,2.4871383754771865,3.118595365223762,596,53,fan,fan,1,True,N
157,bowlers,0.0,0.0,1.1760912590556813,600,53,bowler,bowler,1,True,N
158,sporthelden,0.3010299956639812,0.3010299956639812,0.3010299956639812,605,53,sportheld,sport hero,1,True,N
159,Hans,,,,612,54,Hans,Hans,3,True,N
160,torens,2.0681858617461617,1.8512583487190752,2.979548374704095,616,54,toren,tower,1,True,N
161,zwerver,2.4712917110589387,2.326335860928751,2.673941998634088,621,55,zwerver,vagabond,1,True,N
162,hulpverlener,1.2041199826559248,1.2041199826559248,1.6232492903979006,624,55,hulpverlener,aid worker,1,True,N
163,politie,4.180068500901219,3.6094876898532853,4.180068500901219,628,55,politie,police,6,True,N
164,heilsoldaat,,,,635,56,heilsoldaat,salvage soldier,1,True,N
165,kamer,4.080482179068043,3.6522463410033232,4.113308149918387,642,56,kamer,room,1,True,N
166,grootvader,2.940516484932567,2.6242820958356683,2.9618954736678504,647,57,grootvader,grandfather,1,True,N
167,deugniet,1.7403626894942439,1.7075701760979363,1.8692317197309762,651,57,deugniet,good-for-nothing,1,True,N
168,beunhaas,0.47712125471966244,0.47712125471966244,0.6020599913279624,661,58,beunhaas,tradesman,1,True,N
169,bordes,0.6020599913279624,0.6020599913279624,0.6020599913279624,665,58,bordes,raised platform,1,True,N
170,judoka,,,,669,59,judoka,judoka,1,True,N
171,belager,1.4913616938342726,1.3010299956639813,1.724275869600789,673,59,belager,harasser,1,True,N
172,bedrieger,2.561101383649056,2.45484486000851,2.6424645202421213,680,60,bedrieger,deceiver,1,True,N
173,taxateur,1.1760912590556813,0.9542425094393249,1.3010299956639813,684,60,taxateur,appraiser,1,True,N
174,tante,3.435525851498655,3.016197353512439,3.459844642388208,690,61,tante,aunt,5,True,N
175,Agaat,,,,691,61,,Agaat,6,True,N
176,wedstrijd,3.501196242027089,3.0472748673841794,3.5626496722119168,694,61,wedstrijd,"race, competition",3,True,N
177,pieren,1.0791812460476249,1.0,2.4409090820652177,698,61,pieren,"pier, jetty",1,True,N
178,naaktlopers,,,,701,62,naaktloper,nudist,1,True,N
179,mensen,4.677962636542057,3.878004470268025,4.732530460643271,704,62,mens,human,6,True,N
180,bordeel,2.4216039268698313,2.2764618041732443,2.482873583608754,708,62,bordeel,brothel,1,True,N
181,koud,3.62283547952152,3.4075608494863627,3.713406532167691,712,62,koud,cold,1,True,N
182,ontwerper,2.103803720955957,1.9912260756924949,2.2405492482826,714,63,ontwerper,designer,1,True,N
183,koningin,3.4153072922255676,2.873320601815399,3.429752280002408,717,63,koningin,queen,2,True,N
184,kleding,2.9929950984313414,2.8830933585756897,2.9929950984313414,718,63,kleding,clothing,1,True,N
185,etaleur,0.47712125471966244,0.3010299956639812,0.47712125471966244,724,64,etaleur,window dresser,1,True,N
186,paspop,0.8450980400142568,0.7781512503836436,1.0413926851582251,728,64,paspop,mannequin,1,True,N
187,gang,3.6852937813867843,3.494432898726399,3.7052648623174043,732,64,gang,passageway,2,True,N
188,zuster,3.4951278812429334,3.095518042323151,3.5756496147552195,736,65,zuster,sister,2,True,N
189,Fransien,,,,737,65,Fransien,Fransien,1,True,N
190,trompet,2.0681858617461617,1.8388490907372552,2.161368002234975,741,65,trompet,trumpet,1,True,N
191,geld,4.540379534670118,3.762903528499057,4.540679772830644,744,65,geld,money,4,True,N
192,kapper,2.710963118995276,2.525044807036845,2.734799829588847,747,66,kapper,"barber, hairdresser",1,True,N
193,teamleider,1.9030899869919435,1.7323937598229686,1.919078092376074,751,66,teamleider,team leader,1,True,N
194,ervaring,3.3184807251745174,3.1970047280230456,3.381656482585787,755,66,ervaring,experience,1,True,N
195,Joke,,,,756,67,Joke,Joke,1,True,N
196,tamboerijn,1.2787536009528289,1.1760912590556813,1.3010299956639813,760,67,tamboerijn,tambourine,1,True,N
197,winkel,3.4545399849648186,3.188647295999717,3.5931752634781025,781,69,winkel,shop,3,True,N
198,diafragma,1.1760912590556813,0.9542425094393249,1.1760912590556813,792,70,diafragma,aperture,1,True,N
199,buikholte,0.6020599913279624,0.6020599913279624,0.6020599913279624,794,70,buikholte,abdominal cavity,1,True,N
200,borstholte,1.0413926851582251,1.0413926851582251,1.0413926851582251,796,70,borstholte,chest cavity,1,True,N
201,boer,2.8102325179950842,2.6473829701146196,3.1427022457376155,804,71,boer,farmer,1,True,N
202,biggetje,1.7403626894942439,1.5185139398778875,2.060697840353612,808,71,biggetje,pig,1,True,N
203,puber,1.8750612633917,1.863322860120456,2.037426497940624,813,72,puber,pubescent child,5,True,N
204,bazin,1.8195439355418688,1.6720978579357175,1.845098040014257,817,72,bazin,boss (f),2,True,N
205,einde,3.693639026161548,3.4782778319196046,3.6946929263314843,821,72,einde,end,4,True,N
206,raad,3.5599066250361124,3.3533390953113047,3.7570922201189325,822,72,raad,advice,2,True,N
207,Richard,,,,823,73,Richard,Richard,1,True,N
208,dieren,3.3769417571467586,3.0655797147284485,3.5634810853944106,827,73,dier,animal,1,True,N
209,geld,4.540379534670118,3.762903528499057,4.540679772830644,830,73,geld,money,4,True,N
210,week,4.012963699825778,3.6582022533870147,4.229297794114105,835,74,week,week,2,True,N
211,bangerik,1.6334684555795864,1.6127838567197355,1.7160033436347992,839,74,bangerik,coward,1,True,N
212,tandarts,2.802089257881733,2.513217600067939,2.82865989653532,842,74,tandarts,dentist,4,True,N
213,pijn,4.065915668188592,3.6742179455767,4.0680002261451715,845,74,pijn,pain,1,True,N
214,maand,3.6122539060964374,3.4143046881283317,3.6147917919564176,847,75,maand,month,2,True,N
215,gewonde,2.496929648073215,2.429752280002408,3.5407047833107623,850,75,gewonde,"casualty, wounded",1,True,N
216,paragnost,1.1139433523068367,1.0413926851582251,1.146128035678238,854,75,paragnost,clairvoyant,1,True,N
217,buurman,2.7634279935629373,2.5899496013257077,2.7649229846498886,859,76,buurman,neighbour,3,True,N
218,zus,3.75815462196739,3.348499570283838,3.811709026696191,862,76,zus,sister,2,True,N
219,psychose,1.7853298350107671,1.7160033436347992,1.9030899869919435,866,76,psychose,psychosis,1,True,N
220,broer,4.031044716583705,3.494711025205263,4.085219201044942,874,77,broer,brother,4,True,N
221,takken,2.2041199826559246,2.12057393120585,2.7299742856995555,878,77,tak,"branch, twig",1,True,N
222,vuur,3.6432552250247716,3.332034277027518,3.7335182514344876,881,77,vuur,fire,1,True,N
223,agent,3.9116369331294423,3.3900514964589874,4.037386652582377,885,78,agent,police officer,4,True,N
224,toerist,2.2329961103921536,2.143014800254095,2.7551122663950713,892,78,toerist,tourist,5,True,N
225,makelaars,1.7323937598229686,1.6127838567197355,2.4409090820652177,896,79,makelaar,broker,2,True,N
226,kopers,2.110589710299249,1.9777236052888478,2.7168377232995247,900,79,koper,buyer,2,True,N
227,biertje,3.1835545336188615,2.9934362304976116,3.245265839457461,908,80,biertje,beer,1,True,N
228,gerst,1.3424226808222062,1.3424226808222062,1.3424226808222062,913,80,gerst,barley,1,True,N
229,broer,4.031044716583705,3.494711025205263,4.085219201044942,916,81,broer,brother,4,True,N
230,eigenaar,3.166726055580052,3.024074987307426,3.2271150825891253,919,81,eigenaar,owner,3,True,N
231,bezoekers,2.639486489268586,2.469822015978163,2.801403710017355,923,81,bezoeker,visitor,5,True,N
232,tante,3.435525851498655,3.016197353512439,3.459844642388208,927,82,tante,aunt,5,True,N
233,jam,2.342422680822206,2.173186268412274,2.383815365980431,930,82,jam,jam,1,True,N
234,bramen,1.3222192947339193,1.255272505103306,1.3617278360175928,933,82,braam,bramble,1,True,N
235,dief,3.1172712956557644,2.873320601815399,3.2725377773752373,939,83,dief,thief,2,True,N
236,paspoort,2.906335041805091,2.655138434811382,3.0081741840064264,945,83,paspoort,passport,1,True,N
237,verkoper,2.6190933306267428,2.4424797690644486,2.7032913781186614,948,84,verkoper,seller,2,True,N
238,telefoon,3.8364507137201547,3.504742636271688,3.859858520480993,952,84,telefoon,telephone,2,True,N
239,geld,4.540379534670118,3.762903528499057,4.540679772830644,956,84,geld,money,4,True,N
240,orthopeed,0.6020599913279624,0.6020599913279624,0.7781512503836436,958,85,orthopeed,orthopedist,1,True,N
241,blessure,1.7481880270062005,1.6532125137753437,1.8864907251724818,961,85,blessure,injury,1,True,N
242,benul,2.1072099696478683,2.0827853703164503,2.1072099696478683,966,85,benul,understanding,1,True,N
243,secretaresse,2.7795964912578244,2.6263403673750423,2.8109042806687006,969,86,secretaresse,secretary,1,True,N
244,advocaat,3.653115993165567,3.25478968739721,3.653309012938479,972,86,advocaat ,lawyer,1,True,N
245,beambte,1.4771212547196624,1.380211241711606,1.662757831681574,976,86,beambte,"official, public servant",1,True,N
246,brief,3.5090680450171616,3.1501421618485588,3.7663384752512874,979,86,brief,letter,2,True,N
247,man,4.7880834844454085,3.8769679674325848,4.790651027921952,983,87,man,man,8,True,N
248,dromen,3.53198955141255,3.2619761913978125,4.015192041762835,986,87,droom,dream,2,True,N
249,Maandag,,,,990,88,maandag,Monday,3,True,N
250,docent,2.173186268412274,2.0253058652647704,2.2810333672477277,994,88,docent,"teacher, docent",3,True,N
251,scholier,1.7403626894942439,1.568201724066995,2.03342375548695,997,88,scholier,"pupil, student",3,True,N
252,dag,4.569455844240683,3.8654001181793016,4.69742115739418,1001,88,dag,day,3,True,N
253,pyjama,2.4099331233312946,2.255272505103306,2.48572142648158,1005,89,pyjama,pyjamas,1,True,N
254,kast,3.118595365223762,2.979548374704095,3.1696744340588068,1009,89,kast,cupboard,1,True,N
255,nichtje,2.6830470382388496,2.4800069429571505,3.2187979981117376,1016,90,nichtje,niece,1,True,N
256,potlood,2.376576957056512,2.2430380486862944,2.505149978319906,1023,90,potlood,pencil,1,True,N
257,mensen,4.677962636542057,3.878004470268025,4.732530460643271,1026,91,mens,human,6,True,N
258,honden,3.351216345339342,3.038620161949703,3.985201858364572,1032,91,hond,dog,6,True,N
259,pitbulls,1.146128035678238,1.1139433523068367,1.8808135922807914,1034,91,pitbull,pit bull,1,True,N
260,doorzet,1.5314789170422551,1.5314789170422551,2.24551266781415,1041,92,,NNA,6,False,N
261,plekje,2.851869600729766,2.7795964912578244,3.9848872010643275,1044,92,plek,"spot, place",1,True,N
262,rij,3.569373909615046,3.3586960995738107,4.215663995648447,1048,92,rij,row,1,True,N
263,hondje,2.673941998634088,2.507855871695831,2.673941998634088,1051,93,hond,dog,6,True,N
264,buurman,2.7634279935629373,2.5899496013257077,2.7649229846498886,1054,93,buurman,neighbour,3,True,N
265,duiven,2.387389826338729,2.123851640967086,2.6711728427150834,1058,93,duif,"pigeon, dove",2,True,N
266,bochten,1.9030899869919435,1.8573324964312685,2.649334858712142,1065,94,bocht,"bend, curve",1,True,N
267,Griekenland,,,,1068,94,Griekenland,Greece,2,True,N
268,ongelukken,2.4638929889859074,2.3820170425748683,3.6725596277632757,1072,94,ongeluk,unhappiness,1,True,N
269,vrouw,4.55546930427502,3.8211858826088454,4.66967941624774,1074,95,vrouw,woman,7,True,N
270,tekeningen,2.5477747053878224,2.392696953259666,2.8790958795000727,1077,95,tekening,drawing,2,True,N
271,dinsdag,2.9836262871245345,2.829946695941636,2.9836262871245345,1081,95,dinsdag,Tuesday,2,True,N
272,kunstacademie,1.7708520116421442,1.662757831681574,1.7853298350107671,1084,95,kunstacademie,arts academy,1,True,N
273,Sonja,,,,1085,96,Sonja,Sonja,1,True,N
274,moeder,4.455347436394188,3.7706311277778064,4.47709230078906,1089,96,moeder,mother,6,True,N
275,biscuitjes,1.3010299956639813,1.0413926851582251,1.7323937598229686,1093,96,biscuitjes,biscuits,1,True,N
276,prullenbak,1.7853298350107671,1.7323937598229686,1.792391689498254,1096,96,prullenbak,waste bin,1,True,N
277,politieagent,2.754348335711019,2.595496221825574,2.8567288903828825,1099,97,politieagent,police officer,1,True,N
278,peetoom,1.2787536009528289,1.0413926851582251,1.2787536009528289,1103,97,peetoom,godfather,1,True,N
279,agent,3.9116369331294423,3.3900514964589874,4.037386652582377,1110,98,agent,police officer,4,True,N
280,kraker,1.3222192947339193,1.146128035678238,1.6127838567197355,1118,98,kraker,chiropractor,2,True,N
281,reporter,2.1760912590556813,2.041392685158225,2.3096301674258988,1121,99,reporter,reporter,2,True,N
282,ballerina,1.9444826721501687,1.7558748556724915,2.041392685158225,1125,99,ballerina,ballerina,1,True,N
283,moeder,4.455347436394188,3.7706311277778064,4.47709230078906,1131,100,moeder,mother,6,True,N
