,Word,Frequency,CD,Lemma Frequency,Token ID,Sentence ID,Lemma,Meaning,Lemma Count,Valid,POS
497,kopers,2.110589710299249,1.9777236052888478,2.7168377232995247,2148,191,koper,buyer,2,True,N
498,perceel,1.4771212547196624,1.3979400086720377,1.7481880270062005,2151,191,perceel,parcel,2,True,N
499,bestemming,2.737987326333431,2.6020599913279625,2.751279103983342,2155,191,bestemming,purpose,1,True,N
500,Katten,,,,2159,192,kat,cat,1,True,N
501,plukjes,0.8450980400142568,0.8450980400142568,1.7781512503836436,2162,192,pluk,handful,1,True,N
502,haar,5.114387441838931,3.893928126542607,5.117864315877365,2163,192,haar,hair,1,True,N
503,tekort,2.6884198220027105,2.6201360549737576,2.699837725867246,2167,192,tekort,"shortage, deficit",1,True,N
504,vitamine,1.8976270912904414,1.8129133566428555,2.3944516808262164,2169,192,vitamine,vitamin,1,True,N
505,pasta,2.413299764081252,2.271841606536499,2.423245873936808,2173,193,pasta,pasta,2,True,N
506,saus,2.621176281775035,2.482873583608754,2.6532125137753435,2179,193,saus,sauce,2,True,N
507,Martine,,,,2184,194,Martine,Martine,1,True,N
508,dressoir,1.5563025007672873,1.462397997898956,1.568201724066995,2188,194,dressoir,dresser,1,True,N
509,ketting,2.92272545799326,2.69196510276736,3.012837224705172,2195,194,ketting,chain,2,True,N
510,Kreta,,,,2196,195,Kreta,Crete,1,True,N
511,stranden,2.037426497940624,1.9867717342662448,3.2962262872611605,2199,195,strand,beach,2,True,N
512,toerisme,1.6532125137753437,1.5185139398778875,1.6532125137753437,2205,195,toerisme,tourism,1,True,N
513,Peter,,,,2209,196,Peter,Peter,2,True,N
514,duivel,3.295127085252191,3.0354297381845483,3.363235804483694,2213,196,duivel,devil,1,True,N
515,heks,3.0681858617461617,2.617000341120899,3.1658376246901283,2222,197,heks,witch,2,True,N
516,bezem,2.220108088040055,2.0755469613925306,2.271841606536499,2227,197,bezem,broom,2,True,N
517,lucht,3.5901728315963144,3.3848907965305544,3.6105537053170944,2230,197,lucht,air,1,True,N
518,opa,3.3991543339582164,2.957607287060095,3.4109458586877746,2235,198,opa,granddad,3,True,N
519,borrels,1.8692317197309762,1.7781512503836436,2.988112840268352,2238,198,borrel,shot of alcohol,1,True,N
520,boom,3.358886204405869,3.0802656273398448,3.5597869682005565,2243,198,boom,tree,1,True,N
521,ring,3.359645792674543,2.998259338423699,3.4216039268698313,2247,199,ring,ring,1,True,N
522,moeder,4.455347436394188,3.7706311277778064,4.47709230078906,2249,199,moeder,mother,6,True,N
523,diamant,2.6893088591236203,2.27415784926368,3.1577588860468637,2253,199,diamant,diamond,2,True,N
524,huis,4.554004321011903,3.841296887490282,4.57103299576904,2257,199,huis,house,5,True,N
525,Anne,,,,2262,200,Anne,Anke,1,True,N
526,brillen,1.591064607026499,1.5563025007672873,3.0492180226701815,2265,200,bril,glasses,1,True,N
527,vrouwtje,2.7781512503836434,2.6483600109809315,2.9278834103307068,2273,201,vrouw,woman,7,True,N
528,Henk,,,,2275,201,Henk,Henk,2,True,N
529,papegaai,2.1583624920952498,1.9637878273455553,2.271841606536499,2279,201,papegaai,parrot,1,True,N
530,zak,3.6269559514354475,3.3902283624691303,3.8688207061975173,2283,201,zak,bag,1,True,N
531,pitjes,0.7781512503836436,0.6020599913279624,2.3560258571931225,2284,201,pit,"pit, wick",1,True,N
532,reus,2.513217600067939,2.2833012287035497,2.6665179805548807,2286,202,reus,giant,1,True,N
533,weg,4.81152138595795,3.897352134344313,4.817115638688272,2289,202,weg,way,1,True,N
534,dwerg,2.5943925503754266,2.307496037913213,2.835056101720116,2294,202,dwerg,dwarf,1,True,N
535,knuppel,2.505149978319906,2.3404441148401185,2.5646660642520893,2297,202,knuppel,"club, bludgeon",1,True,N
536,Patricia,,,,2298,203,Patricia,Patricia,1,True,N
537,tentamen,1.6812412373755872,1.5440680443502757,1.8750612633917,2307,203,tentamen,examination,1,True,N
538,punt,3.508664363052943,3.3136563466180315,3.66576855071938,2310,203,punt,point,1,True,N
539,trui,2.7058637122839193,2.513217600067939,2.786041210242554,2312,204,trui,"jumper, sweater",1,True,N
540,droger,1.9395192526186185,1.8692317197309762,3.12515582958053,2317,204,droger,dryer,1,True,N
541,Rotterdam,,,,2325,205,Rotterdam,Rotterdam,1,True,N
542,dingen,4.349005400943067,3.8155113373627643,4.349801861871592,2330,205,ding,thing,1,True,N
543,termijn,2.439332693830263,2.3783979009481375,2.503790683057181,2337,206,termijn,"term, period",1,True,N
544,gezelschap,3.2076343673889616,3.09377178149873,3.2079035303860515,2340,206,gezelschap,"company, business",1,True,N
545,bus,3.452553063228925,3.12057393120585,3.578409970331236,2343,206,bus,bus,1,True,N
546,Lezers,,,,2344,207,lezer,reader,2,True,N
547,getale,1.0,1.0,2.813580988568192,2349,207,getal,number,3,True,N
548,bezwaar,2.958085848521085,2.7193312869837265,3.0464951643347082,2350,207,bezwaar,objection,1,True,N
549,situatie,3.488973524726508,3.3271545124094315,3.5221833176186865,2357,208,situatie,situation,1,True,N
550,politiek,3.130333768495006,2.910090545594068,3.3527611917238307,2361,208,politiek,politics,3,True,N
551,dagen,4.103393169973528,3.724275869600789,4.705513057497532,2367,209,dagen,day,1,True,N
552,politiek,3.130333768495006,2.910090545594068,3.3527611917238307,2369,209,politiek,politics,3,True,N
553,Nederland,,,,2377,210,Nederland,Netherlands,2,True,N
554,toezicht,2.5440680443502757,2.469822015978163,2.5440680443502757,2381,210,toezicht,"supervision, oversight",1,True,N
555,accountants,1.5797835966168101,1.462397997898956,2.462397997898956,2383,210,accountant,accountant,1,True,N
556,discussie,2.800717078282385,2.72916478969277,2.8488047010518036,2385,210,discussie,discussion,3,True,N
557,problemen,4.007449044497749,3.6755033847279566,4.409611930846435,2390,211,probleem,problem,4,True,N
558,Antillen,,,,2395,211,Antillen,Antilles,1,True,N
559,pillen,3.0881360887005513,2.8188854145940097,3.2362852774480286,2398,212,piloot,pilot,3,True,N
560,poeders,1.146128035678238,1.1139433523068367,2.4424797690644486,2401,212,poeder,powder,1,True,N
561,bouwsel,0.6020599913279624,0.6020599913279624,0.9542425094393249,2412,213,bouwsel,construction,1,True,N
562,verband,3.0437551269686796,2.9148718175400505,3.062581984228163,2415,213,verband,"bandage, link",1,True,N
563,jaar,4.5231088603806295,3.847572659142112,4.610479169346105,2417,214,jaar,year,7,True,N
564,dossiers,2.9041743682841634,2.710963118995276,3.4063698354692673,2421,214,dossier,dossier,1,True,N
565,actiegroep,0.8450980400142568,0.6989700043360189,0.9030899869919435,2427,216,actiegroep,campaign group,1,True,N
566,probleem,4.17452497792015,3.748575616930992,4.409239726748785,2431,216,probleem,problem,4,True,N
567,natuur,3.071513805095089,2.89707700320942,3.072249897613515,2434,216,natuur,"nature, character",1,True,N
568,Waterland,,,,2436,216,Waterland,land,1,True,N
569,race,3.0610753236297916,2.5024271199844326,3.222456336679247,2440,217,race,race,1,True,N
570,paard,3.5631249603380444,3.110589710299249,3.759743367597725,2444,217,paard,horse,2,True,N
571,debat,2.399673721481038,2.1072099696478683,2.4345689040341987,2450,218,debat,"debate, argument",1,True,N
572,bedoeling,3.2355284469075487,3.153814864344529,3.3087777736647213,2456,218,bedoeling,"intention, purpose",1,True,N
573,dollar,4.012330955580147,3.4768316285122607,4.034708651341069,2462,219,dollar,dollar,2,True,N
574,uur,4.183212883294251,3.7403626894942437,4.202161247019353,2464,219,uur,hour,2,True,N
575,winkel,3.4545399849648186,3.188647295999717,3.5931752634781025,2467,219,winkel,shop,3,True,N
576,bestaan,3.3963737275365067,3.2322335211147335,3.876160084825628,2472,220,bestaan,existence,2,True,N
577,bruid,2.9656719712201065,2.69284691927723,2.983175072037813,2476,220,bruid,bride,1,True,N
578,India,,,,2478,220,India,India,1,True,N
579,Groeperingen,,,,2479,221,groepering,grouping,1,True,N
580,kerk,3.541079767776629,3.1189257528257768,3.564073978977147,2482,221,kerk,church,3,True,N
581,bekendheid,1.8388490907372552,1.7993405494535817,1.9084850188786497,2486,221,bekendheid,familiarity,1,True,N
582,macht,3.5650209283452936,3.289142835932333,3.575880315680646,2488,221,macht,power,1,True,N
583,procedure,2.7134905430939424,2.60959440922522,2.8055008581584002,2494,222,procedure,procedure,1,True,N
584,animatie,1.414973347970818,1.2304489213782739,1.4313637641589874,2497,222,animatie,animation,1,True,N
585,pubers,1.5314789170422551,1.5314789170422551,2.037426497940624,2500,223,puber,pubescent child,5,True,N
586,straat,3.6422666189026733,3.3916407034923877,3.721315880605899,2503,223,straat,street,1,True,N
587,overlast,2.0791812460476247,1.9912260756924949,2.0791812460476247,2507,223,overlast,nuisance,1,True,N
588,broodje,2.7466341989375787,2.597695185925512,2.7466341989375787,2510,224,brood,bread,1,True,N
589,kaas,2.9995654882259823,2.8169038393756605,3.0090257420869104,2514,224,kaas,cheese,1,True,N
590,ham,2.660865478003869,2.424881636631067,2.673020907128896,2517,224,ham,ham,1,True,N
591,arbeiders,2.5705429398818973,2.3636119798921444,2.7067177823367587,2521,225,arbeider,worker,2,True,N
592,bedrijf,3.506369717095504,3.1646502159342966,3.6181527333785195,2526,225,bedrijf,company,4,True,N
593,station,3.0884904701823963,2.8512583487190755,3.1290450598879582,2529,225,station,station,1,True,N
594,Anke,,,,2530,226,Anke,Anke,1,True,N
595,plant,2.708420900134713,2.5514499979728753,3.477265995424853,2534,226,plant,plant,3,True,N
596,water,4.0290589500845,3.606918525948291,4.041826762637544,2536,226,water,water,3,True,N
597,gieter,1.146128035678238,1.0791812460476249,1.1760912590556813,2539,226,gieter,watering can,1,True,N
598,wijnglazen,1.146128035678238,1.0413926851582251,1.3010299956639813,2541,227,wijnglas,wine glass,1,True,N
599,keukenkastje,0.6989700043360189,0.6989700043360189,1.255272505103306,2549,227,keukenkast,cupboard,1,True,N
600,trimmers,,,,2552,228,trimmer,trimmer,1,True,N
601,top,3.2013971243204513,3.0170333392987803,3.2095150145426308,2556,228,top,top,1,True,N
602,berg,3.1760912590556813,2.9132839017604186,3.477555332198981,2559,228,berg,mountain,2,True,N
603,man,4.7880834844454085,3.8769679674325848,4.790651027921952,2561,229,man,man,8,True,N
604,buiging,1.6020599913279623,1.5185139398778875,1.6334684555795864,2565,229,buiging,"bow, kowtow",1,True,N
605,koningin,3.4153072922255676,2.873320601815399,3.429752280002408,2569,229,koningin,queen,2,True,N
606,huishoudster,2.439332693830263,2.230448921378274,2.4533183400470375,2571,230,huishoudster,female housekeeper,1,True,N
607,tafel,3.561935763313781,3.336859820916809,3.6044420662607233,2574,230,tafel,taable,2,True,N
608,doekje,1.7781512503836436,1.6532125137753437,1.7781512503836436,2579,230,doek,cloth,1,True,N
609,stof,3.106870544478654,2.9180303367848803,3.165541076722373,2582,230,stof,dust,1,True,N
610,zakenvrouw,1.568201724066995,1.5185139398778875,1.6020599913279623,2586,232,zakenvrouw,businesswoman,1,True,N
611,pantalon,1.0,1.0,1.2304489213782739,2591,232,pantalon,trouser,1,True,N
612,voorstelling,2.737987326333431,2.582063362911709,2.7737864449811935,2594,232,voorstelling,"show, performance",1,True,N
613,Keukenhof,,,,2596,233,keukenhof,Keukenhof,1,True,N
614,toeristen,2.5998830720736876,2.4771212547196626,2.7551122663950713,2603,233,toerist,tourist,5,True,N
615,fotocamera's,,,,2606,233,fotocamera,photography camera,1,True,N
616,auto,4.301637582726872,3.675044735955893,4.34411706783031,2608,234,auto,car,5,True,N
617,garage,3.1051694279993316,2.870403905279027,3.1136091510730277,2612,234,garage,garage,1,True,N
618,beurt,3.2629254693318317,3.1489109931093564,3.2753113545418118,2616,234,beurt,turn,1,True,N
619,keuring,1.7075701760979363,1.6020599913279623,1.7323937598229686,2620,234,keuring,check,1,True,N
620,Kees,,,,2621,235,kees,Kees,1,True,N
621,vrouw,4.55546930427502,3.8211858826088454,4.66967941624774,2625,235,vrouw,woman,7,True,N
622,bosje,1.7708520116421442,1.7075701760979363,1.7708520116421442,2628,235,bos,bouquet,3,True,N
623,bloemen,3.305351369446624,3.082066934285113,3.431202884556517,2629,235,bloem,flower,1,True,N
624,doos,3.2237554536572413,2.9960736544852753,3.334252642334231,2632,235,doos,box,1,True,N
625,bonbons,1.845098040014257,1.6532125137753437,1.9344984512435677,2633,235,bonbon,candy,1,True,N
626,sprookje,2.4265112613645754,2.3180633349627615,2.6580113966571126,2636,236,sprookje,fairy tale,1,True,N
627,koning,3.782329268996837,3.0856472882968564,3.813314058945835,2639,236,koning,king,2,True,N
628,troon,2.7234556720351857,2.41161970596323,2.7299742856995555,2644,236,troon,throne,1,True,N
629,schilder,2.661812685537261,2.4313637641589874,3.210853365314893,2648,237,schilder,painter,2,True,N
630,details,3.1649473726218416,3.0666985504229953,3.2711443179490782,2651,237,detail,detail,1,True,N
631,penseel,1.3010299956639813,1.0791812460476249,1.3979400086720377,2656,237,penseel,brush used in art,2,True,N
632,varkenshaar,0.0,0.0,0.0,2658,237,varkenshaar,pighair,1,True,N
633,Dorien,,,,2659,238,Dorien,Dorien,2,True,N
634,kraan,2.4471580313422194,2.303196057420489,2.5224442335063197,2666,238,kraan,"crane, tap",1,True,N
635,keuken,3.364926033789976,3.1792644643390253,3.369772288596963,2669,238,keuken,kitchen,1,True,N
636,firma,2.584331224367531,2.322219294733919,2.6273658565927325,2671,239,firma,company,1,True,N
637,feest,3.633165353683903,3.2960066693136723,3.9188687433809846,2679,239,feest,party,4,True,N
638,meisje,4.223677616130032,3.699577591398909,4.223729509364877,2682,240,meisje,girl,5,True,N
639,koorts,2.8102325179950842,2.617000341120899,2.8115750058705933,2685,240,koorts,fever,1,True,N
640,griep,2.494154594018443,2.311753861055754,2.526339277389844,2688,240,griep,influenza,1,True,N
641,klant,3.1889284837608534,2.971739590887778,3.5058280338548364,2693,241,klant,"client, customer",3,True,N
642,bestelling,2.6074550232146687,2.513217600067939,2.69284691927723,2698,241,bestelling,order,1,True,N
643,kantoor,3.7356787259059048,3.4243915544102776,3.7461669643772852,2700,242,kantoor,office,2,True,N
644,kopieerwerk,,,,2705,242,kopieerwerk,copying,1,True,N
645,papier,3.132899769944483,2.9800033715837464,3.132899769944483,2708,242,papier,paper,1,True,N
646,milieu,2.3384564936046046,2.2013971243204513,2.361727836017593,2712,242,milieu,environment,1,True,N
647,Marco,,,,2713,243,Marco,Marco,1,True,N
648,jaar,4.5231088603806295,3.847572659142112,4.610479169346105,2717,243,jaar,year,7,True,N
649,tandarts,2.802089257881733,2.513217600067939,2.82865989653532,2721,243,tandarts,dentist,4,True,N
650,controle,3.497620649781288,3.298197867109815,3.502700175310563,2723,243,controle,checkup,1,True,N
651,bloemist,1.9030899869919435,1.8129133566428555,1.9395192526186185,2725,244,bloemist,florist,2,True,N
652,Lisa,,,,2728,244,Lsa,Lisa,1,True,N
653,boeket,1.954242509439325,1.863322860120456,2.0043213737826426,2731,244,boeket,bouquet,1,True,N
654,rozen,2.7331972651065692,2.571708831808688,3.0090257420869104,2733,244,roos,rose,2,True,N
655,Floor,,,,2734,245,floor,Floor,1,True,N
656,droom,3.6798819421128623,3.3738311450738303,4.018201022496291,2740,245,droom,dream,2,True,N
657,slangen,2.7126497016272113,2.482873583608754,3.173186268412274,2742,245,slang,snake,1,True,N
658,auto's,3.2920344359947364,3.060320028688285,4.343782654669529,2745,246,auto,car,5,True,N
659,botsing,2.161368002234975,2.0718820073061255,2.2121876044039577,2751,246,botsing,collision,2,True,N
660,autoweg,1.6232492903979006,1.505149978319906,1.6334684555795864,2755,246,autoweg,motorway,1,True,N
661,eigenaar,3.166726055580052,3.024074987307426,3.2271150825891253,2757,247,eigenaar,owner,3,True,N
662,theater,2.9740509027928774,2.6541765418779604,2.9965116721541785,2761,247,theater,theathre,1,True,N
663,vrouw,4.55546930427502,3.8211858826088454,4.66967941624774,2764,247,vrouw,woman,7,True,N
664,diefstal,2.7715874808812555,2.6483600109809315,2.79309160017658,2766,247,diefstal,theft,1,True,N
665,overvaller,1.9867717342662448,1.806179973983887,2.357934847000454,2774,248,overvaller,"robber, raider",3,True,N
666,pruik,2.45484486000851,2.278753600952829,2.5390760987927767,2777,248,pruik,"wig, peruke",1,True,N
667,krullen,2.093421685162235,1.9590413923210936,2.3283796034387376,2779,248,krul,curl,1,True,N
668,zanger,2.4345689040341987,2.2810333672477277,2.5428254269591797,2781,249,zanger,singer,1,True,N
669,publiek,3.2626883443016963,3.0170333392987803,3.3332456989619628,2787,249,publiek,audience,3,True,N
670,Ahoy,,,,2789,249,Ahoy,Ahoy,1,True,N
671,klompen,1.255272505103306,1.2041199826559248,1.7993405494535817,2796,250,klompen,wooden shoe,1,True,N
672,boerendorp,0.7781512503836436,0.7781512503836436,1.0,2799,250,boerendorp,farming village,1,True,N
673,Dorien's,,,,2801,251,Dorien,Dorien’s,2,True,N
674,tante,3.435525851498655,3.016197353512439,3.459844642388208,2802,251,tante,aunt,5,True,N
675,bezoek,3.4456042032735974,3.288249225571986,3.6920533650340808,2805,251,bezoek,visit,1,True,N
676,wieg,2.255272505103306,2.143014800254095,2.4216039268698313,2813,252,wieg,cradle,1,True,N
677,baby,3.822037248072585,3.3352572564345317,3.8706379632108057,2816,252,baby,baby,5,True,N
678,knuistjes,,,,2819,252,knuist,fist,1,True,N
679,orkest,2.2648178230095364,2.0755469613925306,2.290034611362518,2828,253,orkest,orchestra,1,True,N
680,bewegingen,2.571708831808688,2.4871383754771865,3.3712526291249394,2832,253,beweging,"movement, motion",1,True,N
681,dirigent,1.5797835966168101,1.4313637641589874,1.6020599913279623,2835,253,dirigent,conductor,2,True,N
682,verkiezingen,2.651278013998144,2.369215857410143,2.866877814337499,2838,254,verkiezing,election,1,True,N
683,PvdA,,,,2841,254,Pvda,Pvda,1,True,N
684,partij,2.9951962915971793,2.7831886910752575,3.1357685145678222,2844,254,partij,party,2,True,N
685,Nederland,,,,2846,254,Nederland,Netherlands,2,True,N
686,duiven,2.387389826338729,2.123851640967086,2.6711728427150834,2849,255,duif,"pigeon, dove",2,True,N
687,rotzooi,3.2013971243204513,3.035829825252828,3.287801729930226,2852,255,rotzooi,mess,2,True,N
688,plein,2.380211241711606,2.2624510897304293,2.41161970596323,2856,255,plein,"square, plaza",1,True,N
689,Spanje,,,,2857,256,Spanje,Spain,1,True,N
690,klimaat,2.255272505103306,2.164352855784437,2.285557309007774,2865,256,klimaat,climate,2,True,N
691,stranden,2.037426497940624,1.9867717342662448,3.2962262872611605,2869,256,strand,beach,2,True,N
692,kinderen,4.316997170689212,3.706888394981618,4.559643336466725,2872,257,kind,child,4,True,N
693,verrassingen,2.6009728956867484,2.53655844257153,3.4869968884318228,2877,257,verpleegster,"nurse, sister",3,True,N
694,danspasjes,1.2041199826559248,1.1139433523068367,1.7075701760979363,2885,258,danspas,dance step,1,True,N
695,Roos,,,,2889,258,Roos,Roos,2,True,N
696,voeten,3.404833716619938,3.245265839457461,3.6834973176798114,2892,258,voet,foot,1,True,N
697,bouw,2.7315887651867388,2.630427875025024,3.6377898293622293,2894,259,bouw,construction,1,True,N
698,schuurtje,1.6434526764861874,1.505149978319906,2.88024177589548,2897,259,schuur,"barn, shed",1,True,N
699,karwei,2.0755469613925306,1.9777236052888478,2.24551266781415,2902,259,karwei,"job, task",1,True,N
700,Hans,,,,2904,259,Hans,Hans,3,True,N
701,minister,3.0519239160461065,2.6364878963533656,3.079543007402906,2906,260,minister,minister,1,True,N
702,percentage,2.1789769472931693,2.1271047983648077,2.225309281725863,2912,260,percentage,percentage,1,True,N
703,kiezers,2.1903316981702914,2.0293837776852097,2.2528530309798933,2915,260,kiezer,voter,1,True,N
704,Friesland,,,,2917,260,Friesland,Friesland,1,True,N
705,meisje,4.223677616130032,3.699577591398909,4.223729509364877,2919,261,meisje,girl,5,True,N
706,tandarts,2.802089257881733,2.513217600067939,2.82865989653532,2924,261,tandarts,dentist,4,True,N
707,beugel,2.1818435879447726,2.0453229787866576,2.292256071356476,2926,261,beugel,braces,1,True,N
708,achttiende,1.7323937598229686,1.6720978579357175,2.7134905430939424,2929,261,achttiende,eighteenth,1,True,N
709,koppel,2.482873583608754,2.383815365980431,2.9095560292411755,2932,262,koppel,couple,1,True,N
710,locatie,2.9858753573083936,2.813580988568192,3.048053173115609,2935,262,locatie,location,1,True,N
711,bruiloft,3.2016701796465816,2.8188854145940097,3.2329961103921536,2938,262,bruiloft,wedding reception,3,True,N
712,juni,2.7528164311882715,2.576341350205793,2.7528164311882715,2940,262,juni,June,1,True,N
713,artsen,2.74350976472843,2.561101383649056,3.2915908256580013,2944,263,arts,"physician, doctor",2,True,N
714,stad,4.076312687976857,3.636688447953283,4.123786328615372,2947,263,stad,"city, town",2,True,N
715,bespreking,2.385606273598312,2.27415784926368,2.459392487759231,2951,263,bespreking,a discussion,2,True,N
716,chirurgie,2.278753600952829,2.146128035678238,2.278753600952829,2953,263,chirurgie,surgery,1,True,N
717,werk,4.473428573603286,3.839100782707153,4.796345331664737,2956,264,werk,"task, job",3,True,N
718,Peter,,,,2958,264,Peter,Peter,2,True,N
719,koffie,3.765594055319445,3.4375920322539613,3.7674527180977733,2961,264,koekje,cookie,2,True,N
720,suiker,2.979548374704095,2.813580988568192,2.9827233876685453,2963,264,suiker,sugar,1,True,N
721,botsing,2.161368002234975,2.0718820073061255,2.2121876044039577,2965,265,botsing,collision,2,True,N
722,stad,4.076312687976857,3.636688447953283,4.123786328615372,2975,265,stad,"city, town",2,True,N
723,terrorist,2.6532125137753435,2.383815365980431,3.080987046910887,2977,266,terrorist,terrorist,1,True,N
724,politie,4.180068500901219,3.6094876898532853,4.180068500901219,2980,266,politie,police,6,True,N
725,schildwacht,1.1760912590556813,1.0413926851582251,1.591064607026499,2991,267,schildwacht,guard,1,True,N
726,uren,3.2402995820027125,3.1370374547895126,3.241795431295199,2993,267,uur,hour,2,True,N
727,poort,3.0398105541483504,2.7535830588929064,3.1370374547895126,2996,267,poort,gate,1,True,N
728,kasteel,3.081707270097349,2.576341350205793,3.103803720955957,3000,267,kasteel,castle,1,True,N
729,uitkijk,2.459392487759231,2.3636119798921444,3.0017337128090005,3003,267,uitkijk,lookout,1,True,N
730,kring,2.1818435879447726,2.041392685158225,2.519827993775719,3008,268,kring,circle,1,True,N
731,weer,4.696513650009151,3.886659897861203,4.696513650009151,3016,269,weer,weather,2,True,N
732,teams,2.6283889300503116,2.4409090820652177,3.734159513244467,3019,269,team,team,1,True,N
733,sporthal,1.2041199826559248,1.0,1.255272505103306,3022,269,sporthal,sports hall,2,True,N
734,wedstrijd,3.501196242027089,3.0472748673841794,3.5626496722119168,3026,270,wedstrijd,"race, competition",3,True,N
735,agenten,3.4291060083326967,3.1192558892779365,4.026778328659529,3029,270,agent,police officer,4,True,N
736,aantal,3.351989455435632,3.2000292665537704,3.367169488534681,3031,270,aantal,number,2,True,N
737,reclame,2.7528164311882715,2.598790506763115,2.788168371141168,3039,271,reclame,publicity,1,True,N
738,bedrijven,2.8686444383948255,2.7209857441537393,3.6181527333785195,3042,271,bedrijf,company,4,True,N
739,aankoop,2.0530784434834195,1.99563519459755,2.146128035678238,3047,272,aankoop,purchase,2,True,N
740,auto,4.301637582726872,3.675044735955893,4.34411706783031,3050,272,auto,car,5,True,N
741,buren,3.119915410257991,2.965201701025912,3.162564406523019,3054,272,buur,neighbour,3,True,N
742,lening,2.6522463410033232,2.4456042032735974,2.7466341989375787,3056,272,lening,loan,1,True,N
743,stakingen,1.4471580313422192,1.414973347970818,2.230448921378274,3061,273,staking,strike,2,True,N
744,slachthuis,1.954242509439325,1.7781512503836436,2.0,3064,273,slachthuis,abattoir,1,True,N
745,prijzen,2.7528164311882715,2.681241237375587,3.6596310116070008,3068,273,prijzen,price,1,True,N
746,vlees,3.4308809464528913,3.1835545336188615,3.4324882557705063,3071,273,vlees,meat,2,True,N
747,aankoop,2.0530784434834195,1.99563519459755,2.146128035678238,3074,274,aankoop,purchase,2,True,N
748,flessen,2.571708831808688,2.45484486000851,3.398287305357401,3077,274,fles,bottle,2,True,N
749,wijn,3.4220971631317103,3.137986732723532,3.440594261839831,3078,274,wijn,wine,3,True,N
750,toeristen,2.5998830720736876,2.4771212547196626,2.7551122663950713,3082,274,toerist,tourist,5,True,N
751,fles,3.300812794118117,3.1072099696478683,3.3967222785037734,3084,274,fles,bottle,2,True,N
752,cadeau,3.1075491297446862,2.9429995933660407,3.4448251995097476,3085,274,cadeau,"present, gift",2,True,N
753,eik,1.8260748027008264,1.7634279935629373,1.919078092376074,3089,275,eik,oak tree,1,True,N
754,tuin,3.204933522354145,2.9951962915971793,3.237292337567459,3092,275,tuin,garden,1,True,N
755,tulpen,1.5185139398778875,1.380211241711606,1.6232492903979006,3096,275,tulp,tulip,1,True,N
756,opening,2.667452952889954,2.552668216112193,2.7041505168397992,3100,276,opening,opening,1,True,N
757,sporthal,1.2041199826559248,1.0,1.255272505103306,3104,276,sporthal,sports hall,2,True,N
758,bezoekers,2.639486489268586,2.469822015978163,2.801403710017355,3108,276,bezoeker,visitor,5,True,N
759,consumptie,1.462397997898956,1.4313637641589874,1.4913616938342726,3110,276,consumptie,consumption,1,True,N
760,discussie,2.800717078282385,2.72916478969277,2.8488047010518036,3114,277,discussie,discussion,3,True,N
761,advocaten,2.960470777534299,2.7596678446896306,3.0111473607757975,3118,277,advocaat,lawyer,2,True,N
762,vragen,4.2848817146554525,3.810299741040169,4.684126925613075,3120,277,vraag,question,1,True,N
763,diploma,2.5943925503754266,2.496929648073215,2.670245853074124,3125,278,diploma,diploma,2,True,N
764,vrienden,4.162713725583078,3.730540036477119,4.162713725583078,3128,278,vriend,friend,2,True,N
765,gebak,1.9731278535996986,1.863322860120456,2.089905111439398,3130,278,gebak,sweet pastry,1,True,N
766,bespreking,2.385606273598312,2.27415784926368,2.459392487759231,3134,279,bespreking,a discussion,2,True,N
767,leden,2.9561684304753633,2.8254261177678233,3.3716219271760215,3137,279,lid,member,1,True,N
768,staking,2.1522883443830563,1.9138138523837167,2.230448921378274,3139,279,staking,strike,2,True,N
769,ergernis,1.5185139398778875,1.505149978319906,1.662757831681574,3144,280,ergernis,"irritation, annoyance",1,True,N
770,beheerder,1.99563519459755,1.8808135922807914,2.0644579892269186,3148,280,beheerder,manager,1,True,N
771,tieners,2.4983105537896004,2.3654879848909,2.8344207036815328,3151,280,tiener,teenager,4,True,N
772,rotzooi,3.2013971243204513,3.035829825252828,3.287801729930226,3152,280,rotzooi,mess,2,True,N
773,terrein,3.0729847446279304,2.9561684304753633,3.0784568180532927,3155,280,terrein,grounds,1,True,N
774,behoefte,2.8457180179666586,2.781755374652469,3.0081741840064264,3159,281,behoefte,need,1,True,N
775,ijslollies,,,,3161,281,ijslolly,popsicle,1,True,N
776,fabrikant,1.6812412373755872,1.662757831681574,1.8129133566428555,3164,281,fabrikant,manufacturer,1,True,N
777,productie,2.4800069429571505,2.346352974450639,2.514547752660286,3166,281,productie,production,1,True,N
778,duikers,2.0,1.7853298350107671,2.3283796034387376,3170,282,duiker,underwater diver,2,True,N
779,duikplank,1.2041199826559248,1.1760912590556813,1.2041199826559248,3175,282,duikplank,diving board,1,True,N
780,zwembad,3.0056094453602804,2.7730546933642626,3.03382569395331,3178,282,zwembad,swimming pool,2,True,N
781,tieners,2.4983105537896004,2.3654879848909,2.8344207036815328,3182,283,tiener,teenager,4,True,N
782,ketting,2.92272545799326,2.69196510276736,3.012837224705172,3185,283,ketting,chain,2,True,N
783,goud,3.4331295175804857,3.002166061756508,3.433289685195026,3187,283,goud,gold,1,True,N
784,leerlingen,2.787460474518415,2.5327543789924976,3.072249897613515,3190,284,leerling,"pupil, student",3,True,N
785,docenten,1.6232492903979006,1.505149978319906,2.2810333672477277,3194,284,docent,"teacher, docent",3,True,N
786,rector,2.406540180433955,1.99563519459755,2.4099331233312946,3199,284,rector,rector,2,True,N
